timestamp,customer_id,type,amount,oldbalanceOrg,dest_id,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,kyc_verified,customer_risk_score,account_age_days,is_pep
56:56.0,CUST0113,PAYMENT,10253.01,694.6,D585865335,12638.98,141.71,31773.28,0,TRUE,0.152903322,157,FALSE
57:56.0,CUST0950,PAYMENT,1122.5,186.83,D722850153,20477.3,4993.28,15459.07,0,TRUE,0.975122884,187,FALSE
58:56.0,CUST0186,CASH-OUT,5935.52,5665.9,D085492408,18197.54,5700.31,18515.01,0,TRUE,0.58588014,268,FALSE
59:56.0,CUST0726,PAYMENT,4710.84,4029.94,D940889326,10511.15,19119.43,6578.06,0,TRUE,0.75278343,308,FALSE
00:56.0,CUST0710,CASH-OUT,2784.5,25289.7,D486737844,17000.9,16202.41,3569.79,0,TRUE,0.74567709,117,FALSE
01:56.0,CUST0444,CASH-OUT,3258.12,2903.8,D314312147,250.31,7351.18,8417.24,0,TRUE,0.078768268,91,FALSE
02:56.0,CUST0809,CASH-OUT,13561.34,1914.07,D880246222,5402.28,2734.24,5236.57,0,FALSE,0.963006825,362,FALSE
03:56.0,CUST0063,CASH-IN,2586.1,6765.96,D476176400,10341.78,16311.1,19400.24,0,TRUE,0.17799893,37,FALSE
04:56.0,CUST0711,CASH-OUT,579.92,7885.58,D399254393,11888.95,1320.51,95.5,0,TRUE,0.746460228,231,FALSE
05:56.0,CUST0311,PAYMENT,3698.77,47736.57,D873887379,5387.5,891.4,6562.44,0,TRUE,0.739886632,86,FALSE
06:56.0,CUST0288,PAYMENT,7811.67,26914.28,D568732815,3.45,2367.91,4997.6,0,TRUE,0.848652527,50,FALSE
07:56.0,CUST0664,CASH-OUT,5792.64,2953.25,D445363277,4514.25,10436.18,1048.77,0,TRUE,0.643902764,159,FALSE
08:56.0,CUST0718,CASH-IN,6141.04,23996.15,D288336406,12880.59,16865.16,8176.17,0,TRUE,0.953773573,54,FALSE
09:56.0,CUST0052,CASH-OUT,5198.93,28802.23,D954203542,18345.01,5841.58,389.53,0,FALSE,0.00690809,294,FALSE
10:56.0,CUST0690,PAYMENT,2303.2,24554.63,D943077465,3718.17,3214.48,4720.09,0,TRUE,0.92962348,17,FALSE
11:56.0,CUST0052,CASH-OUT,4166.38,2438.47,D607021583,6926.36,1480.64,18480.36,0,FALSE,0.00690809,294,FALSE
12:56.0,CUST0829,PAYMENT,277.82,1653.98,D082350344,10030.92,27062.07,44782.68,0,TRUE,0.778692122,347,FALSE
13:56.0,CUST0395,CASH-OUT,4872.27,8601.36,D904743675,13933.97,12681.72,26015.35,0,TRUE,0.09248426,127,FALSE
14:56.0,CUST0874,PAYMENT,2776.39,5572.52,D820328001,19557.84,14377.03,26724.75,0,TRUE,0.064851517,362,FALSE
15:56.0,CUST0365,CASH-OUT,3642.91,14732.47,D264737105,10298.23,3252.83,3777.33,0,TRUE,0.38331222,255,FALSE
16:56.0,CUST0338,PAYMENT,2101.95,15309.71,D687584863,27530.9,63.56,5958.63,0,TRUE,0.820165802,297,FALSE
17:56.0,CUST0268,CASH-OUT,6791.39,17837.36,D359060768,20256.25,9293.64,4370.97,0,TRUE,0.65527421,148,FALSE
18:56.0,CUST0232,CASH-OUT,4430.12,30973.98,D158999727,40360.07,3789.85,12143.45,0,TRUE,0.399993511,265,FALSE
19:56.0,CUST0132,TRANSFER,6235.67,5763.58,D249491603,9615.92,10096.57,4999.31,0,TRUE,0.867647467,282,FALSE
20:56.0,CUST0254,CASH-OUT,1378.31,10781.98,D841488371,6942.85,14375.85,14574.75,0,TRUE,0.070890539,335,FALSE
21:56.0,CUST0119,CASH-OUT,365.6,17022.37,D161281250,2827.85,979.81,7089.98,0,TRUE,0.34634731,148,FALSE
22:56.0,CUST0743,PAYMENT,3248.42,19414.08,D775180945,8368.7,6990.18,6075.8,0,TRUE,0.815593367,31,FALSE
23:56.0,CUST0484,CASH-IN,5817.53,3348.08,D646440742,32744.6,5282.67,3297.98,0,TRUE,0.877011645,312,FALSE
24:56.0,CUST0961,CASH-IN,985.43,8453.62,D181920063,15930.71,12985.72,17961.8,0,FALSE,0.110090462,325,FALSE
25:56.0,CUST0038,CASH-OUT,745.83,14860.93,D654264608,17734.45,40813.49,5622.13,0,TRUE,0.321950952,75,FALSE
26:56.0,CUST0498,PAYMENT,2306.19,9444.72,D661275537,22859.53,5142.96,14861,0,TRUE,0.890758516,139,FALSE
27:56.0,CUST0428,TRANSFER,29320.25811,0,D204641188,0,18974.58,23526.53,1,TRUE,0.198659177,282,FALSE
28:56.0,CUST0922,CASH-IN,1628.13,5224.75,D817447862,12928.21,5330.43,830.9,0,TRUE,0.446284197,311,FALSE
29:56.0,CUST0829,CASH-IN,4372.32,12988.34,D174066116,21654.4,1524.04,6767.32,0,TRUE,0.778692122,347,FALSE
30:56.0,CUST0346,CASH-IN,1799.5,5262.16,D447953546,12853.75,16700.74,11999.51,0,FALSE,0.650561178,268,FALSE
31:56.0,CUST0035,PAYMENT,192.37,7258.29,D860582998,366.25,15184.44,14297.44,0,TRUE,0.553172011,102,FALSE
32:56.0,CUST0660,CASH-IN,174.9,10715.82,D116191470,7602.33,14295.77,20934.47,0,FALSE,0.761121643,108,FALSE
33:56.0,CUST0880,PAYMENT,567.53,18441.79,D208592540,20304.27,16053.26,1117.58,0,TRUE,0.087328859,328,FALSE
34:56.0,CUST0392,CASH-OUT,4353.25,5589.25,D092162823,15059.64,21650.76,14532,0,TRUE,0.420549744,49,FALSE
35:56.0,CUST0196,CASH-OUT,3528.65,7832.52,D905349551,22764.2,13071.94,10539.96,0,TRUE,0.334798612,92,FALSE
36:56.0,CUST0657,PAYMENT,2210.69,20786.23,D143613513,9894.72,14706.75,14731.87,0,TRUE,0.993126893,315,FALSE
37:56.0,CUST0630,PAYMENT,2382.76,2547.38,D363003871,21747.48,2216.88,3116.65,0,TRUE,0.609941489,92,FALSE
38:56.0,CUST0920,CASH-OUT,5623.2,28590.37,D246098638,6877.27,22364.12,19962.84,0,TRUE,0.70528888,151,FALSE
39:56.0,CUST0695,CASH-OUT,1547.22,826.43,D391148145,19902.23,12415.62,26183.88,0,TRUE,0.337645148,343,FALSE
40:56.0,CUST0566,TRANSFER,4070.81,24585.77,D897021726,7300.72,8555.18,6163.66,0,TRUE,0.857960555,197,FALSE
41:56.0,CUST0235,CASH-OUT,5845.83,25172.7,D729313349,10171.06,367.42,3147.88,0,TRUE,0.556535007,281,FALSE
42:56.0,CUST0284,PAYMENT,2058.8,9329.52,D908518119,18389.18,20461.85,15752.08,0,TRUE,0.625833423,337,FALSE
43:56.0,CUST0474,CASH-IN,8698.74,11623.72,D859675231,30417.68,31557.41,9879.08,0,TRUE,0.895365384,256,FALSE
44:56.0,CUST0652,PAYMENT,3465.33,20919.82,D379234352,26511.77,8321.01,5186.1,0,TRUE,0.83555501,52,FALSE
45:56.0,CUST0415,CASH-IN,1537.46,7066.17,D246894389,7782.1,21540.02,39196.18,0,FALSE,0.584189503,136,FALSE
46:56.0,CUST0651,CASH-OUT,507.74,5905.16,D028659436,3575.45,6149.17,13758.28,0,TRUE,0.26110426,362,FALSE
47:56.0,CUST0594,CASH-OUT,12308.43,10506.69,D260883775,8156.21,1904.34,3320.38,0,TRUE,0.217919224,270,FALSE
48:56.0,CUST0685,CASH-OUT,3367.79,12994.24,D766640448,2737.71,1333.13,10899.48,0,TRUE,0.353161745,298,FALSE
49:56.0,CUST0175,PAYMENT,1767.79,816.21,D330969570,7714.71,9912.61,421.61,0,TRUE,0.052777294,83,FALSE
50:56.0,CUST0750,CASH-OUT,7652.69,31174.14,D650568161,2651.4,21490.22,5453.62,0,TRUE,0.352663369,176,FALSE
51:56.0,CUST0722,CASH-OUT,4511.26,4550.93,D406828554,785.07,3122.73,5532.68,0,TRUE,0.86221392,312,FALSE
52:56.0,CUST0280,CASH-OUT,10578.66,8396.25,D898597487,531.61,2572.43,14412.82,0,TRUE,0.171418941,35,FALSE
53:56.0,CUST0999,CASH-OUT,9011.6,9536.84,D718319914,13869.25,10474.5,25191.97,0,TRUE,0.834446896,301,FALSE
54:56.0,CUST0077,CASH-OUT,3850.28,16872.6,D811955268,2907.42,31923.58,3216.22,0,TRUE,0.123138981,99,FALSE
55:56.0,CUST0693,PAYMENT,3635.31,7247.21,D305920882,1348.99,38932.91,20553.84,0,TRUE,0.42668848,140,FALSE
56:56.0,CUST0931,TRANSFER,8539.75,16707.1,D676509848,542.03,4109.41,2408.15,0,TRUE,0.888518084,8,FALSE
57:56.0,CUST0103,PAYMENT,4162.02,6708.93,D011211685,21973.32,18816.04,31130.43,0,FALSE,0.644027334,149,FALSE
58:56.0,CUST0926,CASH-IN,3069.93,30825.45,D885751409,7825.6,14387.62,4039.6,0,TRUE,0.691433961,214,FALSE
59:56.0,CUST0941,PAYMENT,2224.89,24157.88,D412536140,9536.88,20734.93,26916.35,0,TRUE,0.103057129,224,FALSE
00:56.0,CUST0363,PAYMENT,3832.46,15617.91,D146383401,15489.87,33362.71,10733.02,0,TRUE,0.77522466,54,FALSE
01:56.0,CUST0595,PAYMENT,288.21,20443.95,D314719390,21040.03,28510.83,12842.89,0,FALSE,0.168201883,156,FALSE
02:56.0,CUST0267,PAYMENT,4352.72,6817.14,D009782501,17591,11491.11,12338.55,0,TRUE,0.016902784,224,FALSE
03:56.0,CUST0332,PAYMENT,1711.31,4337.98,D884151286,2697.37,25297.66,8504.89,0,FALSE,0.863328878,338,FALSE
04:56.0,CUST0654,CASH-IN,5928.08,3750.67,D077541526,10411.08,13956.77,9585.06,0,TRUE,0.921297393,148,FALSE
05:56.0,CUST0016,PAYMENT,3122.05,1830.1,D787653811,3533.87,15044.42,16376.65,0,TRUE,0.448945769,352,FALSE
06:56.0,CUST0863,TRANSFER,1823.78,3821.2,D925713139,4073.58,9603.99,3236.24,0,TRUE,0.601848307,64,TRUE
07:56.0,CUST0045,CASH-IN,130.35,28943.03,D891909910,419.08,8697.43,16552.26,0,TRUE,0.302605428,130,FALSE
08:56.0,CUST0342,CASH-OUT,8394.57,7227.68,D824332596,20465.09,9717.84,6145.59,0,TRUE,0.147529756,360,FALSE
09:56.0,CUST0084,PAYMENT,5213.1,10612.24,D065979011,10773.75,2279.18,901.98,0,TRUE,0.821687277,145,FALSE
10:56.0,CUST0579,TRANSFER,2034.62,6643.73,D439281741,3423.79,4769.4,23384,0,TRUE,0.452083164,145,FALSE
11:56.0,CUST0551,CASH-IN,2473,10990.94,D546076594,32989.72,19578.95,13601.96,0,TRUE,0.825234819,63,FALSE
12:56.0,CUST0359,TRANSFER,4502.67,24185.19,D720985092,30112.96,22336.54,212.11,0,TRUE,0.388549353,247,FALSE
13:56.0,CUST0649,PAYMENT,656.58,10117.61,D025324321,2800.35,3824.31,10472.54,0,TRUE,0.462861141,13,FALSE
14:56.0,CUST0603,PAYMENT,9216.57,1554.73,D365311173,13815.6,18934.63,13241.96,0,TRUE,0.002460498,350,FALSE
15:56.0,CUST0084,PAYMENT,5647.55,3979.19,D262713057,11601.35,15595.41,1766.45,0,TRUE,0.821687277,145,FALSE
16:56.0,CUST0762,CASH-IN,8673.25,24890.79,D165217930,15319.35,37356.31,19466.02,0,TRUE,0.557544786,208,FALSE
17:56.0,CUST0025,PAYMENT,6574.45,12435.57,D689324833,3514.45,7166.63,14847.12,0,TRUE,0.768936999,343,FALSE
18:56.0,CUST0231,PAYMENT,6151.73,26764.76,D789783218,9324.57,7690.5,12675.18,0,TRUE,0.228746925,244,FALSE
19:56.0,CUST0373,TRANSFER,16451.03355,0,D114115136,0,33263.9,128.81,1,TRUE,0.342734981,362,FALSE
20:56.0,CUST0511,CASH-IN,3093.44,4919.62,D391531290,13965.39,38287.68,11224.08,0,TRUE,0.247885349,8,FALSE
21:56.0,CUST0033,TRANSFER,1033.18,15344.01,D006879014,16077.04,3182.63,13615.74,0,TRUE,0.799711277,109,FALSE
22:56.0,CUST0797,PAYMENT,15721.94,2297.72,D002325204,13108.72,1402.42,22915.35,0,TRUE,0.712439588,300,FALSE
23:56.0,CUST0834,CASH-IN,5965.54,11451.32,D239451970,21378.93,10207.75,3238.65,0,TRUE,0.626762348,33,FALSE
24:56.0,CUST0392,PAYMENT,10811.98,22782.33,D791670174,20011.62,9080.98,12030.79,0,TRUE,0.420549744,49,FALSE
25:56.0,CUST0697,PAYMENT,820.47,12684.44,D545661929,15781.7,13143.06,17586.95,0,TRUE,0.230764542,285,FALSE
26:56.0,CUST0068,CASH-IN,450.14,14489.1,D381880646,23854.69,15326.24,26042.67,0,TRUE,0.381845791,310,FALSE
27:56.0,CUST0980,CASH-IN,1589.56,28426.07,D226974762,3906.98,2708.93,5630.18,0,FALSE,0.845558193,201,FALSE
28:56.0,CUST0350,PAYMENT,5860.74,13771.85,D300871605,1319.5,2383.71,672.94,0,TRUE,0.908728712,327,FALSE
29:56.0,CUST0014,CASH-IN,5710.67,16972.58,D251440558,82.93,2205.52,4150.23,0,TRUE,0.763658194,285,FALSE
30:56.0,CUST0583,CASH-IN,983.13,12209.2,D933545928,7116.48,19104.4,1022.66,0,TRUE,0.688188327,303,FALSE
31:56.0,CUST0406,PAYMENT,917.75,6812.65,D288843016,17710.12,5993.31,4889.98,0,TRUE,0.203390669,264,FALSE
32:56.0,CUST0358,PAYMENT,3212.74,7947.05,D457106067,28400.8,6587.72,18127.82,0,TRUE,0.754072347,291,FALSE
33:56.0,CUST0192,PAYMENT,2793.53,26906.04,D553620172,165.85,23828.46,23261.12,0,TRUE,0.634792961,9,FALSE
34:56.0,CUST0585,CASH-OUT,7293.44,868.69,D606739958,3867.24,12840.87,5008.15,0,TRUE,0.26051877,285,FALSE
35:56.0,CUST0586,PAYMENT,10832.9,20581.08,D399331876,10231.84,16059.11,37728.91,0,TRUE,0.577388907,114,FALSE
36:56.0,CUST0442,PAYMENT,1271.87,3741.74,D214832340,33860.52,5228.72,7715.13,0,TRUE,0.567262575,127,FALSE
37:56.0,CUST0423,CASH-IN,1474.32,25852.07,D763348813,17296.9,18897,11204.34,0,TRUE,0.755806642,101,FALSE
38:56.0,CUST0024,PAYMENT,2309.47,9657.92,D838365629,3179.74,3597.46,16128.4,0,TRUE,0.988317683,19,FALSE
39:56.0,CUST0402,CASH-IN,7344.44,27759.05,D614397435,9905.09,10831.31,7326.24,0,TRUE,0.465569604,334,FALSE
40:56.0,CUST0800,TRANSFER,5784.63,13536.61,D767050347,1207.7,38265.73,1767.51,0,TRUE,0.848266843,61,FALSE
41:56.0,CUST0183,CASH-OUT,6342.97,6599.34,D451286005,5123.87,652.49,4754.13,0,TRUE,0.723213373,256,FALSE
42:56.0,CUST0732,CASH-OUT,8871.68,3826.72,D326613384,32212.2,11164.55,18452.53,0,TRUE,0.832632474,224,FALSE
43:56.0,CUST0922,PAYMENT,392.37,10696.94,D652160365,31314.32,8649.48,16952.31,0,TRUE,0.446284197,311,FALSE
44:56.0,CUST0893,CASH-IN,5545.41,2776.94,D501815778,26231.81,6961.86,5863.17,0,TRUE,0.909825756,314,FALSE
45:56.0,CUST0888,PAYMENT,3732.16,15735.79,D564828549,13175.78,56080.13,14558.09,0,TRUE,0.132711881,290,FALSE
46:56.0,CUST0810,CASH-OUT,5137.05,16362.1,D476307144,9169.71,9169.71,1079.45,0,TRUE,0.773287775,336,FALSE
47:56.0,CUST0266,PAYMENT,6344.3,5812.98,D779543069,18369.95,804.49,5328.75,0,TRUE,0.945557332,175,FALSE
48:56.0,CUST0343,TRANSFER,35969.4,0,D537788562,0,16250.98,11928.03,1,TRUE,0.229697506,112,FALSE
49:56.0,CUST0172,PAYMENT,254.99,4853.7,D934316478,23202.86,10990.31,179.18,0,TRUE,0.794399428,183,FALSE
50:56.0,CUST0957,TRANSFER,30736.12478,0,D171649136,0,3254.43,12917.93,1,TRUE,0.374604453,327,FALSE
51:56.0,CUST0375,PAYMENT,6274.06,14757.66,D068056446,34724.91,25595.47,8070.54,0,TRUE,0.764860119,285,FALSE
52:56.0,CUST0268,PAYMENT,4552.58,17548.73,D734745691,15346.51,3584.07,14873.7,0,TRUE,0.65527421,148,FALSE
53:56.0,CUST0755,TRANSFER,1061.38,4142.87,D222241924,4077.67,22510.1,12780.61,0,TRUE,0.222051151,230,FALSE
54:56.0,CUST0765,PAYMENT,3648.82,15746.28,D272670356,14659.86,29044.3,38698.03,0,TRUE,0.496182009,184,FALSE
55:56.0,CUST0715,CASH-IN,761.86,12606.83,D057828488,12180.91,1193.99,10976.49,0,TRUE,0.669277541,301,FALSE
56:56.0,CUST0383,CASH-OUT,4365.25,10992.28,D876352098,22735.78,11610.38,5131.06,0,TRUE,0.918052584,351,FALSE
57:56.0,CUST0574,PAYMENT,1909.72,22469.62,D622268851,17697.62,5676.48,139.67,0,FALSE,0.742407149,329,FALSE
58:56.0,CUST0511,CASH-OUT,5347.23,9841.53,D931056761,19695.08,18210.8,21292.92,0,TRUE,0.247885349,8,FALSE
59:56.0,CUST0759,CASH-OUT,3348.92,6972.51,D071524021,1433.77,35604.07,2119.99,0,TRUE,0.565926416,157,FALSE
00:56.0,CUST0671,PAYMENT,7225.33,1902.97,D563283903,2207.78,20158.69,18287.59,0,TRUE,0.246803102,151,FALSE
01:56.0,CUST0476,PAYMENT,4261.69,1586.06,D649743247,1093.03,7726.83,8469.24,0,TRUE,0.985129189,127,FALSE
02:56.0,CUST0363,CASH-OUT,581.01,38434.51,D666841101,13805.37,12373.06,22844.17,0,TRUE,0.77522466,54,FALSE
03:56.0,CUST0137,PAYMENT,12932.62,28927.29,D358790914,7239.34,4872.38,27791.16,0,FALSE,0.981246044,157,FALSE
04:56.0,CUST0319,CASH-IN,8289.59,7513.76,D900559531,17963.94,17814.27,8322.74,0,TRUE,0.934801205,337,FALSE
05:56.0,CUST0971,CASH-IN,2824.69,6031.9,D238092816,10211.68,25872.12,35470.99,0,TRUE,0.295980985,243,FALSE
06:56.0,CUST0686,PAYMENT,9783.54,13384.87,D472945069,6349.34,15140.62,5400.36,0,TRUE,0.281487794,210,FALSE
07:56.0,CUST0991,PAYMENT,3124.4,34880.23,D478438898,3018.78,12267.66,17156.06,0,TRUE,0.305258419,153,FALSE
08:56.0,CUST0914,PAYMENT,2844.65,2338.03,D770350768,8090.23,21438.73,9413.1,0,TRUE,0.859946228,250,FALSE
09:56.0,CUST0285,PAYMENT,1800.03,9820.85,D640860167,15066,8274.62,3638.6,0,TRUE,0.905764012,224,FALSE
10:56.0,CUST0863,CASH-OUT,5938.28,12759.2,D174689088,15032.37,18508.78,37697.96,0,TRUE,0.601848307,64,TRUE
11:56.0,CUST0652,CASH-IN,5351.33,9680.83,D984405579,14110.64,16668.64,23782.32,0,TRUE,0.83555501,52,FALSE
12:56.0,CUST0420,CASH-OUT,6159.75,7101.42,D686709257,16780.01,37357.69,1012.68,0,TRUE,0.079345126,80,FALSE
13:56.0,CUST0363,PAYMENT,926.45,16251.03,D298274762,7136.8,24320.88,12583.01,0,TRUE,0.77522466,54,FALSE
14:56.0,CUST0268,CASH-IN,6880.41,12975.67,D306197247,9260.43,19892.69,497.69,0,TRUE,0.65527421,148,FALSE
15:56.0,CUST0404,PAYMENT,7015.07,8219.57,D952345087,23296.41,26026.52,18295.21,0,TRUE,0.370268327,245,FALSE
16:56.0,CUST0991,PAYMENT,2963.58,12974.16,D225853833,1713.45,947.1,11085.29,0,TRUE,0.305258419,153,FALSE
17:56.0,CUST0392,CASH-OUT,3978.35,14272.47,D600741014,4706.21,18510.87,22072.42,0,TRUE,0.420549744,49,FALSE
18:56.0,CUST0254,CASH-IN,13363.38,10387.78,D388635831,12772.16,20532.3,1292.12,0,TRUE,0.070890539,335,FALSE
19:56.0,CUST0932,CASH-IN,1358.95,7019.8,D836913016,3845.76,6687.57,6957.11,0,TRUE,0.879372117,215,FALSE
20:56.0,CUST0581,CASH-OUT,2880.52,12673.04,D623925615,22788.98,11197.13,10810.52,0,TRUE,0.424240637,194,FALSE
21:56.0,CUST0108,PAYMENT,3999.36,19952.54,D901659290,3759.86,24716.32,970.89,0,TRUE,0.98171337,332,TRUE
22:56.0,CUST0459,PAYMENT,9139.52,10007.82,D538564362,31999.87,20805.82,9587.8,0,TRUE,0.327653012,135,FALSE
23:56.0,CUST0057,PAYMENT,2159,18832.67,D800930368,6912.34,7900.18,10779.82,0,TRUE,0.091178854,17,FALSE
24:56.0,CUST0368,PAYMENT,2845.63,11723.07,D755562967,15779.29,6272.18,9429.17,0,TRUE,0.483404084,152,FALSE
25:56.0,CUST0609,CASH-OUT,6662.95,16001.69,D855248391,4854.91,17297.65,10816.25,0,FALSE,0.495975703,41,FALSE
26:56.0,CUST0190,CASH-IN,7654.17,13564.97,D591610746,24187.22,14611,19584.3,0,TRUE,0.207496912,292,FALSE
27:56.0,CUST0002,PAYMENT,3091.85,17880.38,D446443014,575.45,2011.6,17500.42,0,TRUE,0.360300525,112,FALSE
28:56.0,CUST0828,PAYMENT,3423.81,8348.58,D679578166,35098.57,26929.56,23583.43,0,TRUE,0.343333194,128,FALSE
29:56.0,CUST0295,CASH-OUT,1146.99,15019.16,D025923309,7950.93,18701.25,27245.52,0,TRUE,0.124273525,292,FALSE
30:56.0,CUST0232,PAYMENT,9221.87,16295.04,D076324361,8157.04,1629.66,2739.4,0,TRUE,0.399993511,265,FALSE
31:56.0,CUST0331,PAYMENT,2327.15,12964.14,D884672490,9266.77,4903.91,21323.31,0,TRUE,0.231587583,68,FALSE
32:56.0,CUST0477,TRANSFER,2563.88,14173.46,D102748725,21048.37,1765.73,9498.96,0,TRUE,0.392389548,272,FALSE
33:56.0,CUST0861,PAYMENT,4872.04,7062.37,D439126172,27711.53,5662.8,4158.99,0,TRUE,0.213810163,73,FALSE
34:56.0,CUST0704,PAYMENT,1115.43,1046.12,D362232113,14709.26,20551.01,6112.83,0,TRUE,0.727118297,285,FALSE
35:56.0,CUST0244,TRANSFER,40847.29333,0,D479348513,0,31061.18,4139.98,1,TRUE,0.934874126,8,FALSE
36:56.0,CUST0605,CASH-OUT,9154.77,4777.23,D324073577,5083.33,26934.42,7402.38,0,TRUE,0.962168145,153,FALSE
37:56.0,CUST0905,PAYMENT,1358.24,8789.63,D765214879,7041.38,15364.93,5014.91,0,TRUE,0.108585818,231,FALSE
38:56.0,CUST0323,CASH-OUT,9951.38,11298.08,D641242392,14533.61,1186.01,7753.26,0,TRUE,0.441624051,173,FALSE
39:56.0,CUST0667,CASH-OUT,2061.7,11108.39,D307897678,18399.96,7820.25,38299.26,0,TRUE,0.858046898,149,FALSE
40:56.0,CUST0154,CASH-IN,3400.79,5190.63,D971398523,11821.58,19204.4,5608.13,0,TRUE,0.408296767,87,FALSE
41:56.0,CUST0239,TRANSFER,5937.81,20347.92,D181925495,9388.34,11917.52,3956.39,0,TRUE,0.934382143,94,FALSE
42:56.0,CUST0982,CASH-OUT,1074.29,2284.49,D387530314,1930.64,13330.58,5125.63,0,TRUE,0.674023244,259,FALSE
43:56.0,CUST0892,TRANSFER,4543.32,9961.47,D016307591,2211.27,11061.81,13080.45,0,TRUE,0.281379075,125,FALSE
44:56.0,CUST0792,PAYMENT,3914.37,35818.76,D520329146,2830.58,7386.67,10092.18,0,TRUE,0.795091333,297,FALSE
45:56.0,CUST0997,CASH-OUT,2723.22,19150.6,D289330014,6142.41,32.69,7347.61,0,TRUE,0.799217211,144,FALSE
46:56.0,CUST0656,CASH-IN,981.64,15792.28,D747816385,2585.3,3261.14,24497.32,0,TRUE,0.71591466,266,FALSE
47:56.0,CUST0850,TRANSFER,23320.84497,0,D253251821,0,16333.3,4164.1,1,TRUE,0.515821253,212,FALSE
48:56.0,CUST0379,CASH-OUT,5343.52,4766.45,D438881495,5962.18,20395.45,13964.26,0,TRUE,0.248934411,110,FALSE
49:56.0,CUST0634,PAYMENT,1651.43,21932.05,D455502218,14183.94,37637.85,25583.34,0,FALSE,0.004945088,157,FALSE
50:56.0,CUST0245,CASH-IN,5208.1,17519.37,D972256611,8390.01,30357.77,12546.92,0,TRUE,0.977470358,60,FALSE
51:56.0,CUST0828,CASH-IN,7831.84,8179.19,D519544831,7490.03,26173.28,7889.97,0,TRUE,0.343333194,128,FALSE
52:56.0,CUST0299,CASH-OUT,158.06,1911.32,D283613138,31374.18,23648.82,15589.16,0,TRUE,0.97754384,36,FALSE
53:56.0,CUST0969,CASH-IN,3333.04,25225.75,D316114266,1184.76,12093.87,1068.08,0,TRUE,0.719618632,354,FALSE
54:56.0,CUST0039,PAYMENT,486.95,12223.82,D433382598,11405.89,4646.54,13973.49,0,TRUE,0.530653938,304,FALSE
55:56.0,CUST0285,PAYMENT,3988.14,10073.65,D691036552,4848.81,1313.55,12940.27,0,TRUE,0.905764012,224,FALSE
56:56.0,CUST0355,CASH-OUT,604.77,16884.5,D207168374,3139.11,30479.84,3892.66,0,TRUE,0.062138289,49,FALSE
57:56.0,CUST0644,TRANSFER,20831.2914,0,D134679564,0,7597.99,1402.35,1,TRUE,0.136742594,215,FALSE
58:56.0,CUST0180,CASH-IN,1951.28,2026.79,D445845432,35420.4,7410.77,4685.35,0,FALSE,0.339596481,185,FALSE
59:56.0,CUST0878,CASH-OUT,7887.29,744.21,D572468055,15096.69,10281.11,26913.11,0,TRUE,0.714734315,20,FALSE
00:56.0,CUST0477,PAYMENT,4433.32,14278.22,D605000362,36010.23,21365.34,9900.61,0,TRUE,0.392389548,272,FALSE
01:56.0,CUST0271,PAYMENT,3696.91,11219.24,D422608772,30279.64,15079.19,12367.67,0,TRUE,0.490148844,5,FALSE
02:56.0,CUST0486,CASH-IN,236.5,17915.36,D990721500,15003.34,12829.78,47404.38,0,TRUE,0.676551113,62,FALSE
03:56.0,CUST0789,CASH-OUT,6753.85,10057.79,D658258784,2605.77,1696.81,21998.87,0,TRUE,0.39528312,360,FALSE
04:56.0,CUST0750,CASH-IN,7029.11,9670.14,D094939651,3347.18,32504.33,16220.78,0,TRUE,0.352663369,176,FALSE
05:56.0,CUST0391,CASH-OUT,893.88,5912.94,D010321167,2929.12,22812.97,1233.18,0,TRUE,0.873982075,327,FALSE
06:56.0,CUST0372,PAYMENT,5189.33,30964.65,D556977469,20495.82,9604.14,2069.04,0,TRUE,0.324854419,325,FALSE
07:56.0,CUST0387,PAYMENT,4595.01,12569.18,D791281636,684.15,9835.95,3039.91,0,TRUE,0.48720444,197,FALSE
08:56.0,CUST0476,CASH-OUT,970.73,7498.5,D397411114,8394.83,23785.36,11922.98,0,TRUE,0.985129189,127,FALSE
09:56.0,CUST0074,PAYMENT,284.89,5250.93,D557517851,1795.22,6260.84,17100.74,0,TRUE,0.480984898,318,FALSE
10:56.0,CUST0624,CASH-OUT,2362.99,9127.72,D666559658,34702.4,9143.96,18525.83,0,TRUE,0.443659157,324,FALSE
11:56.0,CUST0483,PAYMENT,8.68,612.43,D941650694,26995.86,9834.08,9517.88,0,TRUE,0.340511608,38,FALSE
12:56.0,CUST0878,PAYMENT,5676.58,5004.48,D579824625,26047.3,5360.69,23961.08,0,TRUE,0.714734315,20,FALSE
13:56.0,CUST0082,CASH-IN,4009.8,7884.38,D422883861,17501.69,3148.84,1792.56,0,TRUE,0.006182377,332,FALSE
14:56.0,CUST0475,PAYMENT,2783.97,473.46,D113824777,642.52,18898.13,18713.12,0,TRUE,0.906963177,304,FALSE
15:56.0,CUST0533,PAYMENT,4486.53,28258.53,D600453480,5546.22,36407.03,3067.05,0,TRUE,0.65317796,315,FALSE
16:56.0,CUST0669,PAYMENT,2263.81,5831.11,D030190613,30947.36,10741.62,11409.42,0,TRUE,0.50987716,73,FALSE
17:56.0,CUST0130,TRANSFER,19703.20466,0,D735068524,0,25332.48,18757.26,1,TRUE,0.158653276,238,FALSE
